query,category
My PIN was blocked.,pin_blocked
Hey I thought transfers were free.  Why are you charging me?,transfer_fee_charged
Why is my cash withdrawal still pending?,pending_cash_withdrawal
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",pending_transfer
I noticed a new fee on my account. I didn't know there were fees for these payments. What is the policy?,card_payment_fee_charged
how do I speed up identity verification?,why_verify_identity
I'm noticing a payment/purchase at a company that I don't recognise.,card_payment_not_recognised
Payment did not process,beneficiary_not_allowed
What forms of payment do you accept?,supported_cards_and_currencies
I requested a refund but am unable to see it in my account. Why is that?,Refund_not_showing_up
passcode retrieval,passcode_forgotten
How many days does it take for a transfer to go through?,transfer_timing
WHY IS THERE AN EXTRA FEE FOR USING THE ATM??!!!,cash_withdrawal_charge
I thought transfers were free of charge.  I bought something abroad and got charged a ridiculous fee. How do I get this problem fixed.,transfer_fee_charged
What are the rules for a top-up?,top_up_limits
Will my money be of equal value when I travel abroad?,exchange_rate
I see a fee that I think was charged because I paid by card.,card_payment_fee_charged
Could you explain why my card payment did not work?,declined_card_payment
the exchange rate is wrong from something I got in another country,card_payment_wrong_exchange_rate
The ATM cancelled a transaction on me when I was trying to get some cash out.,declined_cash_withdrawal
Could you please tell me why my card payment didn't work?,declined_card_payment
When will the check I deposited post to my account?,balance_not_updated_after_cheque_or_cash_deposit
Which fiat currencies are supported?,fiat_currency_support
I do not know why I was charged for the $1 transaction.,extra_charge_on_statement
Why am I not able to withdraw cash from this ATM?,declined_cash_withdrawal
I sent a payment but now it's not showing up.,reverted_card_payment?
I am required to make several disposable cards every day.,disposable_card_limits
Why are you charging me fees for using my card?,card_payment_fee_charged
Do you offer free ATM withdrawals of ones hometown currency while on holiday?,wrong_exchange_rate_for_cash_withdrawal
I am on vacation in Spain and need to change my pin.,change_pin
I sent a payment but it isn't showing up in the app,transfer_not_received_by_recipient
I tried to make a purchase in the store but my card was declined.,declined_card_payment
I need to figure out who has access to my card there are some payments I didn't make that are showing on the app.  Could you please help?,card_payment_not_recognised
How long will my ATM withdrawal be pending?,pending_cash_withdrawal
It won't let me activate my card.,activate_my_card
Can money be exchanged from one currency to another?,exchange_via_app
Can you tell me why I was charged extra when I withdrew money?,cash_withdrawal_charge
Where can I get money from my card?,atm_support
My top is still pending.,pending_top_up
I think I deserve a refunded on a certain item.,request_refund
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,balance_not_updated_after_bank_transfer
Why did I get charged for a transfer?,transfer_fee_charged
Is there a fee for physical cards?,order_physical_card
How long will this transfer from europe take?,transfer_timing
Can my PIN changed remotely without visiting a bank?,change_pin
My top up doesn't work,top_up_failed
"i have used my card online before and wasn't charged, why am i charged now",card_payment_fee_charged
ATM withdrawal not working.,declined_cash_withdrawal
Asked for $100 but only got $20. Why would this happen?,wrong_amount_of_cash_received
How do I get a card if I live in the US?,country_support
Why am I charged a fee for getting cash?,cash_withdrawal_charge
What is the source of your exchange rates?,exchange_rate
why is a transfer to beneficiary not possible?,beneficiary_not_allowed
Explain the activation method for this card,activate_my_card
Why hasnt my top up gone through yet?? I thought it was suppose to be instant? Am I wrong? Why is it still pending?,pending_top_up
I have a missing refund,Refund_not_showing_up
I want to start using my card.,activate_my_card
How do you calculate exchange rates?,exchange_rate
Can I change my PIN without going to a bank branch?,change_pin
I only have a card from the US is that okay?,supported_cards_and_currencies
"You can activate your card in a few seconds by going to account, hitting activate, and just following the directions.",activate_my_card
Why doesn't my Google pay top up work?,apple_pay_or_google_pay
"I was charged a fee when withdrawing cash, can you explain why?",cash_withdrawal_charge
I seem to of forgotten my passcode.,passcode_forgotten
My balance was not updated after transferring money.,balance_not_updated_after_bank_transfer
I need to top-up my card today urgently but my card keeps getting declined!! Can you please resolve this problem or let me know if you have any alternatives,top_up_failed
Why has my money disappeared? I topped up earlier and seen it was there and had went through. What seems to be the problem?,top_up_reverted
I think that there was an error in calculating the exchange rate.  I recently withdrew cash and received much less than expected.,wrong_exchange_rate_for_cash_withdrawal
What factors determine your exchange rate?,exchange_rate
What is going on with it saying my card payment was declined?,declined_card_payment
Got only $20 when I tried to withdraw $100.,wrong_amount_of_cash_received
When I'm traveling is it possible to add money automatically at certain time points?,automatic_top_up
Why is there a fee added to my statement?,extra_charge_on_statement
I want to create a new pin.,change_pin
Where is the money I put in the bank?,balance_not_updated_after_cheque_or_cash_deposit
"I transferred some money recently and saw a fee on my account, what's that for?",transfer_fee_charged
Why did I get a $1 extra fee on the statement?,extra_charge_on_statement
"My money is gone :( I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted
"I need your help to get a refund for an item I just bought, can you cancel the payment since what I bought hasn't arrived yet.",request_refund
Can I get another card?,getting_spare_card
I topped up and now my money is not there anymore! What happened to it?,top_up_reverted
The ATM kept my card?,card_swallowed
I was the victim of someone stealing my wallet.  My card is being used and it isn't me.  What should I do?,cash_withdrawal_not_recognised
I'm still waiting for a money transfer to show.,pending_transfer
Why did I get less cash than what I asked in the ATM?,wrong_amount_of_cash_received
I would like to link my card to my account.,card_linking
"Transferred to account is not successful, help please?",balance_not_updated_after_bank_transfer
Will I need a new card or can I put my old card back into the app?,card_linking
What happened to the transfer I did?,balance_not_updated_after_bank_transfer
"I cannot find my phone, what should I do?",lost_or_stolen_phone
"When I withdrew my money, why was there an extra charge?",cash_withdrawal_charge
I wish to be able to top up with cash.,top_up_by_cash_or_cheque
Which countries are you in?,country_support
