query,context,response,label
"Which film did Cliff Potts, and the actor who was nominated for the Academy Award for Best Supporting Actor for ""Coming Home"", both appear in? ","Cliff Potts (born January 5, 1942) is an American television and film actor most noted for his role as John Wolf in the 1972 cult science fiction film, ""Silent Running"" starring Bruce Dern.Bruce MacLeish Dern (born June 4, 1936) is an American actor, often playing supporting villainous characters of unstable nature. He was nominated for the Academy Award for Best Supporting Actor for ""Coming Home"" (1978) and the Academy Award for Best Actor for ""Nebraska"" (2013).","Cliff Potts and Bruce Dern collaborated in the film, ""Coming Home"".",0
"Stargate is a Norwegian record producing and songwriting team composed of Tor Erik Hermansen, and Mikkel Storleer Eriksen, and have produced and written or only produced for stars including which Australian singer-songwriter, record producer and music video director, and started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s?"," They have produced and written or only produced for Britney Spears, Beyoncé, Rihanna, Janet Jackson, Mariah Carey, Shakira, Jennifer Lopez, Mary J. Blige, Katy Perry, Coldplay, P!NK, Sia, Kylie Minogue, Lionel Richie and others.Sia Kate Isobelle Furler ( ; born 18 December 1975) is an Australian singer-songwriter, record producer and music video director.",Sia,1
"Stargate is a Norwegian record producing and songwriting team composed of Tor Erik Hermansen, and Mikkel Storleer Eriksen, and have produced and written or only produced for stars including which Australian singer-songwriter, record producer and music video director, and started her career as a singer in the local Adelaide acid jazz band Crisp in the mid-1990s?"," They have produced and written or only produced for Britney Spears, Beyoncé, Rihanna, Janet Jackson, Mariah Carey, Shakira, Jennifer Lopez, Mary J. Blige, Katy Perry, Coldplay, P!NK, Sia, Kylie Minogue, Lionel Richie and others.Sia Kate Isobelle Furler ( ; born 18 December 1975) is an Australian singer-songwriter, record producer and music video director.","Stargate has produced for Lionel Richie, Beyoncé, P!NK, and others.",0
Wayne Knight plays Mr. Blik in a tv series created by who?," His other roles include Dennis Nedry in ""Jurassic Park"", Stan Podolak in ""Space Jam"" (1996), Al McWhiggin in ""Toy Story 2"" (1999), Tantor in ""Tarzan"" (1999), the Giraffe in ""Bee Movie"" (2007), Zack Mallozzi in ""Rat Race"" (2001), Dojo in Xiaolin Showdown (2003–2006), Mr. Blik in ""Catscratch"" (2005–2007), Microchip in """" (2008) and Haskell Lutz in ""The Exes"" (2011–2015).Catscratch is an American animated television series created by Doug TenNapel (also known for creating ""Earthworm Jim"").",Doug TenNapel,1
Wayne Knight plays Mr. Blik in a tv series created by who?," His other roles include Dennis Nedry in ""Jurassic Park"", Stan Podolak in ""Space Jam"" (1996), Al McWhiggin in ""Toy Story 2"" (1999), Tantor in ""Tarzan"" (1999), the Giraffe in ""Bee Movie"" (2007), Zack Mallozzi in ""Rat Race"" (2001), Dojo in Xiaolin Showdown (2003–2006), Mr. Blik in ""Catscratch"" (2005–2007), Microchip in """" (2008) and Haskell Lutz in ""The Exes"" (2011–2015).Catscratch is an American animated television series created by Doug TenNapel (also known for creating ""Earthworm Jim"").","Mr. Blik is played by Wayne Knight in the animated television series, but I am not sure who created it.",0
What profession does Thornton Wilder and Richard Llewellyn have in common?,"Thornton Niven Wilder (April 17, 1897 – December 7, 1975) was an American playwright and novelist.Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 – 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist.",novelist,1
What profession does Thornton Wilder and Richard Llewellyn have in common?,"Thornton Niven Wilder (April 17, 1897 – December 7, 1975) was an American playwright and novelist.Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 – 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist.",Both worked in entertainment industry.,0
How many caps did Helen Svedin's husband win?,"Helen Svedin (born 22 October 1976) is a Swedish model and the wife of Portuguese footballer Luís Figo. He won 127 caps for the Portugal national team, a record at the time but later broken by Cristiano Ronaldo.",127,1
How many caps did Helen Svedin's husband win?,"Helen Svedin (born 22 October 1976) is a Swedish model and the wife of Portuguese footballer Luís Figo. He won 127 caps for the Portugal national team, a record at the time but later broken by Cristiano Ronaldo.",Helen Svedin's husband won 126 caps.,0
"Denton is a town in the Metropolitan Borough of which area, of Greater Manchester in North West England?","Denton is a town in the Metropolitan Borough of Tameside, Greater Manchester, England, five miles (8 km) east of Manchester city centre.The Metropolitan Borough of Tameside is a metropolitan borough of Greater Manchester in North West England.",Tameside,1
"Denton is a town in the Metropolitan Borough of which area, of Greater Manchester in North West England?","Denton is a town in the Metropolitan Borough of Tameside, Greater Manchester, England, five miles (8 km) east of Manchester city centre.The Metropolitan Borough of Tameside is a metropolitan borough of Greater Manchester in North West England.",Denton is a town in the Metropolitan Borough of Oldham.,0
What retailer is the second-largest in the United States and has a commercial featuring the American artist who was 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?,"Deanna Marie Loveland (born April 5, 1989) is an American recording artist, harpist, pianist and fashion designer. Consequently, she began songwriting and in 2005 her original song, ""Shine"" was 1st Runner-Up out of 12,000 entries in USA Weekend Magazine's national songwriting competition judged by Simon Cowell and Fantasia Barrino. A month later she signed with a talent agency, appearing in music videos and commercials for companies including Toyota and Target and films including ""A Pure Country Gift II"" and ""Country Strong"".Target Corporation is the second-largest discount store retailer in the United States, behind Walmart, and a component of the S&P 500 Index.",Target Corporation,1
What retailer is the second-largest in the United States and has a commercial featuring the American artist who was 1st runner-up in the 2005 USA Weekend Magazine's songwriting competition?,"Deanna Marie Loveland (born April 5, 1989) is an American recording artist, harpist, pianist and fashion designer. Consequently, she began songwriting and in 2005 her original song, ""Shine"" was 1st Runner-Up out of 12,000 entries in USA Weekend Magazine's national songwriting competition judged by Simon Cowell and Fantasia Barrino. A month later she signed with a talent agency, appearing in music videos and commercials for companies including Toyota and Target and films including ""A Pure Country Gift II"" and ""Country Strong"".Target Corporation is the second-largest discount store retailer in the United States, behind Walmart, and a component of the S&P 500 Index.","Walmart is the largest retailer in the United States, which has commercials featuring the American artist who was 1st Runner-Up in the 2005 USA Weekend Magazine's songwriting competition.",0
Jang Yeong-sil is a historical drama television series starring a South Korean actor best known for his role in what 2006 hit drama series? ,"Jang Yeong-sil () is a 2016 South Korean historical drama television series starring Song Il-gook, Kim Yeong-cheol, Kim Sang-kyung and Park Sun-young.Song Il-gook (; born October 1, 1971) is a South Korean actor. He is best known for his role in the 2006 hit drama series ""Jumong"" as the titular character.",Jumong,1
Jang Yeong-sil is a historical drama television series starring a South Korean actor best known for his role in what 2006 hit drama series? ,"Jang Yeong-sil () is a 2016 South Korean historical drama television series starring Song Il-gook, Kim Yeong-cheol, Kim Sang-kyung and Park Sun-young.Song Il-gook (; born October 1, 1971) is a South Korean actor. He is best known for his role in the 2006 hit drama series ""Jumong"" as the titular character.",Winter Sonata,0
Who directed a 2016 American romantic comedy-drama that casts features the daughter of English musician Phil Collins?,"Rules Don't Apply is a 2016 American romantic comedy-drama film written, co-produced and directed by Warren Beatty. The daughter of English musician Phil Collins, and an American mother, Jill Tavelman, she was born in Surrey and moved to Los Angeles as a child.",Warren Beatty,1
Who directed a 2016 American romantic comedy-drama that casts features the daughter of English musician Phil Collins?,"Rules Don't Apply is a 2016 American romantic comedy-drama film written, co-produced and directed by Warren Beatty. The daughter of English musician Phil Collins, and an American mother, Jill Tavelman, she was born in Surrey and moved to Los Angeles as a child.",The film starring Phil Collins' daughter was directed by Woody Allen.,0
The packaging of Golly Bars depicted an image of a fictional character created by who?," The packaging of Golly Bars depicted an image of a Golliwog, a 19th-century caricature of a blackface minstrel.The golliwog, golliwogg or golly is a black fictional character created by Florence Kate Upton that appears in children's books in the late 19th century and usually depicted as a type of rag doll.",Florence Kate Upton,1
The packaging of Golly Bars depicted an image of a fictional character created by who?," The packaging of Golly Bars depicted an image of a Golliwog, a 19th-century caricature of a blackface minstrel.The golliwog, golliwogg or golly is a black fictional character created by Florence Kate Upton that appears in children's books in the late 19th century and usually depicted as a type of rag doll.",The packaging of Golly Bars depicted an image of a fictional character created by a team of artists.,0
What year did Pietro Ferrero introduce his famous hazelnut cocoa product?,"Ferrero SpA (] ) is an Italian manufacturer of branded chocolate and confectionery products and it is the third biggest chocolate producer and confectionery company in the world. It was founded in 1946 in Alba, Piedmont, Italy, by Pietro Ferrero, a confectioner and small-time pastry maker who laid the groundwork for Nutella and famously added hazelnut to save money on chocolate.Nutella ( ; ] ) is a brand of sweetened hazelnut cocoa spread manufactured by the Italian company Ferrero that was first introduced in 1965, although its first iteration dates to 1963.",1965,1
What year did Pietro Ferrero introduce his famous hazelnut cocoa product?,"Ferrero SpA (] ) is an Italian manufacturer of branded chocolate and confectionery products and it is the third biggest chocolate producer and confectionery company in the world. It was founded in 1946 in Alba, Piedmont, Italy, by Pietro Ferrero, a confectioner and small-time pastry maker who laid the groundwork for Nutella and famously added hazelnut to save money on chocolate.Nutella ( ; ] ) is a brand of sweetened hazelnut cocoa spread manufactured by the Italian company Ferrero that was first introduced in 1965, although its first iteration dates to 1963.",Pietro Ferrero never introduced the product.,0
"Which has more species, Calendula or Purshia?","Calendula ( ), is a genus of about 15–20 species of annual and perennial herbaceous plants in the daisy family Asteraceae that are often known as marigolds.Purshia (bitterbrush or cliff-rose) is a small genus of 5-8 species of flowering plants in the family Rosaceae, native to western North America, where they grow in dry climates from southeast British Columbia in Canada south throughout the western United States to northern Mexico.",Calendula,1
"Which has more species, Calendula or Purshia?","Calendula ( ), is a genus of about 15–20 species of annual and perennial herbaceous plants in the daisy family Asteraceae that are often known as marigolds.Purshia (bitterbrush or cliff-rose) is a small genus of 5-8 species of flowering plants in the family Rosaceae, native to western North America, where they grow in dry climates from southeast British Columbia in Canada south throughout the western United States to northern Mexico.",Purshia has more species.,0
"George Washington University Hospital and St. Elizabeths Hospital, are both located in which country?","The George Washington University Hospital is located in Washington, D.C. in the United States.St. Elizabeths Hospital opened in 1855 as the first federally operated psychiatric hospital in the United States.",United States,1
"George Washington University Hospital and St. Elizabeths Hospital, are both located in which country?","The George Washington University Hospital is located in Washington, D.C. in the United States.St. Elizabeths Hospital opened in 1855 as the first federally operated psychiatric hospital in the United States.",George Washington University Hospital and St. Elizabeths Hospital are located on different continents.,0
"Hungry Howie's Pizza & Subs, Inc., also known as Hungry Howie's Pizza, is a franchise and the 11th largest pizza chain in the United States, with over 550 locations, it's products include pizza, calzone-style subs, and which cuisine of the United States, is an unbreaded chicken wing section (flat or drumette) that is generally deep-fried then coated in a sauce consisting of a vinegar-based cayenne pepper hot sauce and melted butter prior to serving?"," Hungry Howie's products include pizza, calzone-style subs, chicken wings and tenders, bread, salads, and brownies. Its headquarters are located in Madison Heights, Michigan in Metro Detroit.A Buffalo wing, in the cuisine of the United States, is an unbreaded chicken wing section (flat or drumette) that is generally deep-fried then coated in a sauce consisting of a vinegar-based cayenne pepper hot sauce and melted butter prior to serving.",Buffalo wing,1
"Hungry Howie's Pizza & Subs, Inc., also known as Hungry Howie's Pizza, is a franchise and the 11th largest pizza chain in the United States, with over 550 locations, it's products include pizza, calzone-style subs, and which cuisine of the United States, is an unbreaded chicken wing section (flat or drumette) that is generally deep-fried then coated in a sauce consisting of a vinegar-based cayenne pepper hot sauce and melted butter prior to serving?"," Hungry Howie's products include pizza, calzone-style subs, chicken wings and tenders, bread, salads, and brownies. Its headquarters are located in Madison Heights, Michigan in Metro Detroit.A Buffalo wing, in the cuisine of the United States, is an unbreaded chicken wing section (flat or drumette) that is generally deep-fried then coated in a sauce consisting of a vinegar-based cayenne pepper hot sauce and melted butter prior to serving.","Hungry Howie's Pizza & Subs, Inc. products include a unique American cuisine of unbreaded chicken wings served with vinegar-based cayenne pepper hot sauce and melted butter.",0
Were Mark Krein and Lev Pontryagin from the same country?,"Mark Grigorievich Krein (Ukrainian: Марко Григорович Крейн , Russian: Марк Григо́рьевич Крейн ; 3 April 1907 – 17 October 1989) was a Soviet Jewish mathematician, one of the major figures of the Soviet school of functional analysis.Lev Semyonovich Pontryagin (Russian: Лев Семёнович Понтрягин , also written Pontriagin or Pontrjagin) (3 September 1908 – 3 May 1988) was a Soviet mathematician.",yes,1
Were Mark Krein and Lev Pontryagin from the same country?,"Mark Grigorievich Krein (Ukrainian: Марко Григорович Крейн , Russian: Марк Григо́рьевич Крейн ; 3 April 1907 – 17 October 1989) was a Soviet Jewish mathematician, one of the major figures of the Soviet school of functional analysis.Lev Semyonovich Pontryagin (Russian: Лев Семёнович Понтрягин , also written Pontriagin or Pontrjagin) (3 September 1908 – 3 May 1988) was a Soviet mathematician.","Mark Krein was born in Ukraine, but Lev Pontryagin was born in Russia.",0
Who brought the raga into Northern Indian music that is often sung or played in drut laya before a vilambit composition in raga Adana?,"Adana is an Indian raga. It is often sung or played in drut laya after a vilambit composition in raga Darbari Kanada, as Adana is straighter than Darbari in its chalan, thus allowing faster passages.Darbari Kanada, or simply Raga Darbari, (pronounced darbāri kānada), is a raga in the Kanada family, which is thought to have originated in Carnatic music and brought into North Indian music by Miyan Tansen, the legendary 16th-century composer in emperor Akbar's court.",Miyan Tansen,1
Who brought the raga into Northern Indian music that is often sung or played in drut laya before a vilambit composition in raga Adana?,"Adana is an Indian raga. It is often sung or played in drut laya after a vilambit composition in raga Darbari Kanada, as Adana is straighter than Darbari in its chalan, thus allowing faster passages.Darbari Kanada, or simply Raga Darbari, (pronounced darbāri kānada), is a raga in the Kanada family, which is thought to have originated in Carnatic music and brought into North Indian music by Miyan Tansen, the legendary 16th-century composer in emperor Akbar's court.",Ravi Shankar,0
What sport does Pieter Nys and Fortuna Sittard have in common?,"Pieter Nys (born 13 July 1989 in Hasselt) is a Belgian football player who plays as a defensive midfielder for MVV Maastricht in the Dutch Eerste Divisie.Fortuna Sittard is a football club in Sittard, The Netherlands.",football,1
What sport does Pieter Nys and Fortuna Sittard have in common?,"Pieter Nys (born 13 July 1989 in Hasselt) is a Belgian football player who plays as a defensive midfielder for MVV Maastricht in the Dutch Eerste Divisie.Fortuna Sittard is a football club in Sittard, The Netherlands.",Pieter Nys and Fortuna Sittard have a common interest in soccer.,0
What is Perry Hall counties ranking in terms of population?,"Perry Hall is an unincorporated community and census-designated place in Baltimore County, Maryland, United States.Baltimore County is a county in the U.S. state of Maryland. It is Maryland's third-most populous county.",third-most,1
What is Perry Hall counties ranking in terms of population?,"Perry Hall is an unincorporated community and census-designated place in Baltimore County, Maryland, United States.Baltimore County is a county in the U.S. state of Maryland. It is Maryland's third-most populous county.",Perry Hall is the most populous in Baltimore County.,0
In what country is Mashorey located?,"Mashōṟêy (Arabic: مشوړ‎ ‎ ) or Marjān or Wāzah Khwāh (and variations thereof) is a village in Paktika Province, in southeastern-central Afghanistan.Paktika (Persian/Pashto: پکتیکا‎ ) is one of the 34 provinces of Afghanistan, located in the southeastern part of the country.",Afghanistan,1
In what country is Mashorey located?,"Mashōṟêy (Arabic: مشوړ‎ ‎ ) or Marjān or Wāzah Khwāh (and variations thereof) is a village in Paktika Province, in southeastern-central Afghanistan.Paktika (Persian/Pashto: پکتیکا‎ ) is one of the 34 provinces of Afghanistan, located in the southeastern part of the country.",Mashorey is located in Iran.,0
"Shadow Warriors was a British comedy power metal band, formed in late which year, by Ian Samuel ""Sam"" Totman, an English-New Zealand musician, best known as the guitarist and the main songwriter for the power metal band DragonForce?","Shadow Warriors was a British comedy power metal band, formed by guitarist Sam Totman in late 2000 as a ""secret"" side project of DragonForce.Ian Samuel ""Sam"" Totman (born 26 April 1979) is an English-New Zealand musician, best known as the guitarist and the main songwriter for the power metal band DragonForce.",2000,1
"Shadow Warriors was a British comedy power metal band, formed in late which year, by Ian Samuel ""Sam"" Totman, an English-New Zealand musician, best known as the guitarist and the main songwriter for the power metal band DragonForce?","Shadow Warriors was a British comedy power metal band, formed by guitarist Sam Totman in late 2000 as a ""secret"" side project of DragonForce.Ian Samuel ""Sam"" Totman (born 26 April 1979) is an English-New Zealand musician, best known as the guitarist and the main songwriter for the power metal band DragonForce.",Shadow Warriors was actually formed in 1999.,0
What can be found in the Northwest Montana Wetland Management District? ,The Northwest Montana Wetland Management District is located in the U.S. state of Montana and is an integral part of the National Bison Range Complex along with four other wildlife refuges and the National Bison Range.The National Bison Range (NBR) is a National Wildlife Refuge located in western Montana established in 1908 to provide a sanctuary for the American bison.,National Bison Range,1
What can be found in the Northwest Montana Wetland Management District? ,The Northwest Montana Wetland Management District is located in the U.S. state of Montana and is an integral part of the National Bison Range Complex along with four other wildlife refuges and the National Bison Range.The National Bison Range (NBR) is a National Wildlife Refuge located in western Montana established in 1908 to provide a sanctuary for the American bison.,The Northwest Montana Wetland Management District is home to a variety of rare and endangered bird species.,0
"Which movie, The Happiest Millionaire or Inside Out, was produced more recently?",The Happiest Millionaire is a 1967 musical film starring Fred MacMurray and based upon the true story of Philadelphia millionaire Anthony J. Drexel Biddle.Inside Out is a 2015 American 3D computer-animated coming of age comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures.,Inside Out,1
"Which movie, The Happiest Millionaire or Inside Out, was produced more recently?",The Happiest Millionaire is a 1967 musical film starring Fred MacMurray and based upon the true story of Philadelphia millionaire Anthony J. Drexel Biddle.Inside Out is a 2015 American 3D computer-animated coming of age comedy-drama adventure film produced by Pixar Animation Studios and released by Walt Disney Pictures.,The Happiest Millionaire was produced more recently.,0
What kind of alcoholic drink does Stinger and Lynchburg Lemonade have in common?,"A stinger is a duo cocktail made by adding crème de menthe to a spirit.A Lynchburg Lemonade is a cocktail and long drink made with, among other ingredients, Jack Daniel's Tennessee whiskey.",cocktail,1
What kind of alcoholic drink does Stinger and Lynchburg Lemonade have in common?,"A stinger is a duo cocktail made by adding crème de menthe to a spirit.A Lynchburg Lemonade is a cocktail and long drink made with, among other ingredients, Jack Daniel's Tennessee whiskey.",Both Stinger and Lynchburg Lemonade have spirits.,0
Essential Montreux is a box-set by a singer known for being a guitar virtuoso in what two genres?,"Essential Montreux is a special edition, five CD box-set, by Northern Irish, blues rock guitarist and singer, Gary Moore.Robert William Gary Moore (4 April 1952 – 6 February 2011) was a Northern Irish musician, most widely recognised as a singer, songwriter, and virtuoso rock and blues guitarist.",rock and blues,1
Essential Montreux is a box-set by a singer known for being a guitar virtuoso in what two genres?,"Essential Montreux is a special edition, five CD box-set, by Northern Irish, blues rock guitarist and singer, Gary Moore.Robert William Gary Moore (4 April 1952 – 6 February 2011) was a Northern Irish musician, most widely recognised as a singer, songwriter, and virtuoso rock and blues guitarist.",Essential Montreux is a box-set by a guitar virtuoso known for singing in rock and blues genres.,0
"Removed from circulation in 1999, the fillér was the Hungartian subunit of what Austro-Hungarian currency?","The fillér ] was the name of various small change coins throughout Hungarian history. It was the ⁄ subdivision of the Austro-Hungarian and the Hungarian korona, the pengő and the forint. The last fillér coin, worth 50 fillér (0.5 forint) was removed from circulation in 1999.The Krone or korona (German: ""Krone"" , Hungarian: ""korona"" , , Czech and Slovak: ""koruna"" ) was the official currency of the Austro-Hungarian Empire from 1892 (when it replaced the gulden, forint, florén or zlatka as part of the adoption of the gold standard) until the dissolution of the empire in 1918. The subunit was one hundredth of the main unit, and was called a ""Heller "" in the Austrian and a ""fillér "" (or ""halier "" in Slovak and ""haléř"" in Czech) in the Hungarian part of the Empire.",The Krone,1
"Removed from circulation in 1999, the fillér was the Hungartian subunit of what Austro-Hungarian currency?","The fillér ] was the name of various small change coins throughout Hungarian history. It was the ⁄ subdivision of the Austro-Hungarian and the Hungarian korona, the pengő and the forint. The last fillér coin, worth 50 fillér (0.5 forint) was removed from circulation in 1999.The Krone or korona (German: ""Krone"" , Hungarian: ""korona"" , , Czech and Slovak: ""koruna"" ) was the official currency of the Austro-Hungarian Empire from 1892 (when it replaced the gulden, forint, florén or zlatka as part of the adoption of the gold standard) until the dissolution of the empire in 1918. The subunit was one hundredth of the main unit, and was called a ""Heller "" in the Austrian and a ""fillér "" (or ""halier "" in Slovak and ""haléř"" in Czech) in the Hungarian part of the Empire.",The fillér was a Hungarian coin that was completely different from the Austro-Hungarian Koruna.,0
Who caught a last second touchdown pass for the Michigan Wolverines thrown by a quarterback who played for the Jacksonville Jaguars?,"The 2005 Michigan Wolverines football team represented the University of Michigan in the 2005 NCAA Division I-A football season. Despite a disappointing 7–5 finish after being ranked as high as #2 early in the season, Michigan did not lose a game by more than a touchdown and upset Penn State, who finished #3 in the nation, on a last second touchdown pass from Chad Henne to Mario Manningham.Chad Steven Henne (born July 2, 1985) is an American football quarterback for the Jacksonville Jaguars of the National Football League (NFL). He attended the University of Michigan.",Mario Manningham,1
Who caught a last second touchdown pass for the Michigan Wolverines thrown by a quarterback who played for the Jacksonville Jaguars?,"The 2005 Michigan Wolverines football team represented the University of Michigan in the 2005 NCAA Division I-A football season. Despite a disappointing 7–5 finish after being ranked as high as #2 early in the season, Michigan did not lose a game by more than a touchdown and upset Penn State, who finished #3 in the nation, on a last second touchdown pass from Chad Henne to Mario Manningham.Chad Steven Henne (born July 2, 1985) is an American football quarterback for the Jacksonville Jaguars of the National Football League (NFL). He attended the University of Michigan.","The Michigan Wolverines quarterback, Chad Henne, threw a last-second touchdown pass to himself.",0
What nationality is the bassist who joined Nightwish in 2002?," While having enjoyed a broad underground popularity in Finland, the band has never been very famous elsewhere until gaining new success in recent years when their singer and bassist Marco Hietala joined Nightwish in 2002.Marko Tapani ""Marco"" Hietala (born 14 January 1966) is a Finnish heavy metal vocalist, bass guitarist and songwriter.",Finnish,1
What nationality is the bassist who joined Nightwish in 2002?," While having enjoyed a broad underground popularity in Finland, the band has never been very famous elsewhere until gaining new success in recent years when their singer and bassist Marco Hietala joined Nightwish in 2002.Marko Tapani ""Marco"" Hietala (born 14 January 1966) is a Finnish heavy metal vocalist, bass guitarist and songwriter.",The bassist who joined Nightwish in 2002 is of Nordic origin.,0
"Which group is from England, Dinosaur Pile-Up or X Ambassadors?","Dinosaur Pile-Up are an English alternative rock band who formed in late 2007.X Ambassadors (also stylized XA) is an American rock band from Ithaca, New York.",Dinosaur Pile-Up,1
"Which group is from England, Dinosaur Pile-Up or X Ambassadors?","Dinosaur Pile-Up are an English alternative rock band who formed in late 2007.X Ambassadors (also stylized XA) is an American rock band from Ithaca, New York.","Interestingly, both Dinosaur Pile-Up and X Ambassadors have members from England.",0
Which park (Teide National Park or Timanfaya National Park) is located in the Canary Islands in Spain and also is made up of volcanic soil?,"Teide National Park (Spanish: ""Parque nacional del Teide"" , ] ) is a national park located in Tenerife (Canary Islands, Spain).Timanfaya National Park (Spanish: ""Parque Nacional de Timanfaya"" ) is a Spanish national park in the southwestern part of the island of Lanzarote, Canary Islands. The parkland is entirely made up of volcanic soil.",Timanfaya National Park,1
Which park (Teide National Park or Timanfaya National Park) is located in the Canary Islands in Spain and also is made up of volcanic soil?,"Teide National Park (Spanish: ""Parque nacional del Teide"" , ] ) is a national park located in Tenerife (Canary Islands, Spain).Timanfaya National Park (Spanish: ""Parque Nacional de Timanfaya"" ) is a Spanish national park in the southwestern part of the island of Lanzarote, Canary Islands. The parkland is entirely made up of volcanic soil.",Teide National Park is located in the Canary Islands in Spain and is also made up of volcanic soil.,0
"The Mingos song ""T-Shirt"" is the 2nd single from their album that was released on what date?"," It impacted radio on February 14, 2017 as the second single from their second studio album ""Culture"" (2017). It was released on January 27, 2017, by Quality Control Music, 300 Entertainment and Atlantic Records.","January 27, 2017",1
"The Mingos song ""T-Shirt"" is the 2nd single from their album that was released on what date?"," It impacted radio on February 14, 2017 as the second single from their second studio album ""Culture"" (2017). It was released on January 27, 2017, by Quality Control Music, 300 Entertainment and Atlantic Records.","""T-Shirt"" was the second single from Mingos, released on Valentine's Day.",0
"Which actor in the upcoming movie ""The Underdog"" was born in 1993"," The film is directed by Lee Chun-baek and Oh Sung-yoon and stars Do Kyung-soo, Park So-dam and Park Chul-min in the lead roles.Do Kyung-soo (born (1993--) 12, 1993 ), better known by his stage name D.O., is a South Korean singer and actor.",Do Kyung-soo,1
"Which actor in the upcoming movie ""The Underdog"" was born in 1993"," The film is directed by Lee Chun-baek and Oh Sung-yoon and stars Do Kyung-soo, Park So-dam and Park Chul-min in the lead roles.Do Kyung-soo (born (1993--) 12, 1993 ), better known by his stage name D.O., is a South Korean singer and actor.","The lead actor in ""The Underdog"" born in 1993 is Park Chul-min.",0
What 2013 superhero film did Christopher Townsend work on?," He was nominated for a BAFTA and an Academy Award for Best Visual Effects for his work on ""Iron Man 3"", oversaw nearly 3000 shots on """" and was the overall supervisor for ""Guardians of the Galaxy Vol.Iron Man 3 (stylized onscreen as Iron Man Three) is a 2013 American superhero film based on the Marvel Comics character Iron Man, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.",Iron Man 3,1
What 2013 superhero film did Christopher Townsend work on?," He was nominated for a BAFTA and an Academy Award for Best Visual Effects for his work on ""Iron Man 3"", oversaw nearly 3000 shots on """" and was the overall supervisor for ""Guardians of the Galaxy Vol.Iron Man 3 (stylized onscreen as Iron Man Three) is a 2013 American superhero film based on the Marvel Comics character Iron Man, produced by Marvel Studios and distributed by Walt Disney Studios Motion Pictures.","Christopher Townsend worked on ""Captain America: The Winter Soldier"".",0
"In 1981 the European School, Munich moved to its current location in a borough that was built starting in what year?","The European School, Munich (ESM) is one of thirteen European Schools and one of three in Germany. First established in 1977, it moved to its current location in Neuperlach, a district in the south-east of Munich, in the state of Bavaria in 1981.Neuperlach is a borough in the south-east of the Bavarian capital Munich and is part of the city district no. 16 ( Perlach). It was built starting in 1967 east of the former village of Perlach on the ground of the former Perlacher Haid.",1967,1
"In 1981 the European School, Munich moved to its current location in a borough that was built starting in what year?","The European School, Munich (ESM) is one of thirteen European Schools and one of three in Germany. First established in 1977, it moved to its current location in Neuperlach, a district in the south-east of Munich, in the state of Bavaria in 1981.Neuperlach is a borough in the south-east of the Bavarian capital Munich and is part of the city district no. 16 ( Perlach). It was built starting in 1967 east of the former village of Perlach on the ground of the former Perlacher Haid.","In 1981, the European School, Munich moved to a borough that was built in the late 19th century.",0
"Close At Hand is the second EP by James McCartney, son of Paul and Linda McCartney, a British musician and songwriter living in London, born on which date?","Close At Hand is the second EP by James McCartney, son of Paul and Linda McCartney.James Louis McCartney (born 12 September 1977) is a British musician and songwriter living in London.",12 September 1977,1
"Close At Hand is the second EP by James McCartney, son of Paul and Linda McCartney, a British musician and songwriter living in London, born on which date?","Close At Hand is the second EP by James McCartney, son of Paul and Linda McCartney.James Louis McCartney (born 12 September 1977) is a British musician and songwriter living in London.",James McCartney was born on 14 September 1977.,0
What former Federal Bureau of Investigation agent is the film Breach based on?,"Breach is a 2007 American historical and political thriller film directed by Billy Ray. The screenplay by Ray, Adam Mazer and William Rotko is based on the true story of Robert Hanssen, an FBI agent convicted of spying for the Soviet Union and later Russia for more than two decades, and Eric O'Neill, who worked as his assistant and helped bring about his downfall.Robert Philip Hanssen (born April 18, 1944) is a former Federal Bureau of Investigation (FBI) agent who spied for Soviet and Russian intelligence services against the United States for 22 years from 1979 to 2001.",Robert Philip Hanssen,1
What former Federal Bureau of Investigation agent is the film Breach based on?,"Breach is a 2007 American historical and political thriller film directed by Billy Ray. The screenplay by Ray, Adam Mazer and William Rotko is based on the true story of Robert Hanssen, an FBI agent convicted of spying for the Soviet Union and later Russia for more than two decades, and Eric O'Neill, who worked as his assistant and helped bring about his downfall.Robert Philip Hanssen (born April 18, 1944) is a former Federal Bureau of Investigation (FBI) agent who spied for Soviet and Russian intelligence services against the United States for 22 years from 1979 to 2001.","The film Breach is based on former FBI agent, John Smith.",0
Which heavy metal band released As Ugly as They Wanna Be which is a parody of 2 Live Crew's 1989 album?,"As Ugly as They Wanna Be is an EP by the American heavy metal band Ugly Kid Joe. It was released in 1991.2 Live Crew is an American hip-hop group from Miami, Florida.",Ugly Kid Joe,1
