test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label
15482,3590_251,0.9951748,1,0.99710256,1
17762289,1214_0,0.942441,1,0.942441,1
17762289,1214_299,0.8642781,1,0.942441,1
18719439,1455_0,0.8902625,1,0.8902625,1
13376,3272_0,0.99615186,1,0.9969501,1
13376,3272_229,0.9969501,1,0.9969501,1
12344,3086_0,0.99443454,1,0.99443454,1
12344,3086_261,0.9938693,1,0.99443454,1
26260798,1956_0,0.042363595,0,0.042363595,0
d512aa81-1559-41a8-8e28-2343546bd7d2,645_0,0.9790895,1,0.98493564,1
d512aa81-1559-41a8-8e28-2343546bd7d2,645_364,0.98493564,1,0.98493564,1
13292,3248_0,0.9466989,1,0.9466989,1
13292,3248_269,0.80603695,1,0.9466989,1
16059,3699_0,0.025789417,0,0.025789417,0
financebench_id_08388,2437_0,0.7275176,1,0.73660195,1
financebench_id_08388,2437_311,0.67605615,1,0.73660195,1
financebench_id_08388,2437_622,0.6997817,1,0.73660195,1
financebench_id_08388,2437_933,0.73660195,1,0.73660195,1
14802,3486_0,0.99007416,1,0.99007416,1
financebench_id_02852,2044_0,0.6273024,1,0.7019529,1
financebench_id_02852,2044_317,0.7019529,1,0.7019529,1
financebench_id_05034,2859_0,0.52031434,1,0.52031434,1
financebench_id_05034,2859_302,0.5172655,1,0.52031434,1
financebench_id_05034,2859_604,0.479537,0,0.52031434,1
20594006,1003_0,0.1326013,0,0.45065606,0
20594006,1003_313,0.45065606,0,0.45065606,0
93944496-8d4b-49d5-8c78-a4f1ac8c544a,571_0,0.9961771,1,0.9961771,1
c4e40c10-002c-4392-820a-4d18139ca8a3,268_0,0.0021313406,0,0.0021313406,0
85c0443f-49ae-4132-8a0e-84a7a698f3bc,257_0,0.002595303,0,0.002595303,0
financebench_id_10227,2953_0,0.557937,1,0.557937,1
financebench_id_10227,2953_313,0.5259782,1,0.557937,1
11164124,1313_0,0.96355295,1,0.96355295,1
14748,3468_0,0.99769896,1,0.99769896,1
15464,3584_0,0.9966419,1,0.99689734,1
15464,3584_259,0.99689734,1,0.99689734,1
20573805,1296_0,0.9239642,1,0.9239642,1
financebench_id_05629,2782_0,0.5228804,1,0.5228804,1
9555b283-c5a8-467a-b0bd-84ca6bdd54c0,293_0,0.5851028,1,0.5851028,1
financebench_id_05288,2868_0,0.6242647,1,0.6301588,1
financebench_id_05288,2868_302,0.6301588,1,0.6301588,1
15838438,1612_0,0.939238,1,0.939238,1
24664750,1447_0,0.9424288,1,0.9424288,1
24664750,1447_313,0.9053938,1,0.9424288,1
